"marca_vehiculo","modelo_vehiculo","tipo_vehiculo","edad_vehiculo","fecha_accidente","gravedad_accidente","departamento_accidente","municipio_accidente","autoridad_de_transito"
"RENAULT","2011","AUTOMOVIL","15","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2008","MOTOCICLETA","18","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2021","MOTOCICLETA","5","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"RENAULT","2005","AUTOMOVIL","21","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2019","MOTOCICLETA","8","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2016","MOTOCICLETA","11","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AUTECO","2006","MOTOCICLETA","20","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"INTERNATIONAL","2012","VOLQUETA","14","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2013","MOTOCICLETA","14","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2010","MOTOCICLETA","17","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2014","MOTOCICLETA","13","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2010","MOTOCICLETA","16","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2013","MOTOCICLETA","13","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AUTECO","2009","MOTOCICLETA","17","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"TOYOTA","2003","CAMIONETA","23","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2012","MOTOCICLETA","14","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2021","MOTOCICLETA","6","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AKT","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"BAJAJ","2021","MOTOCICLETA","5","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"TOYOTA","2017","CAMIONETA","8","12/2023","CON HERIDOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"HYUNDAI","2009","AUTOMOVIL","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2010","AUTOMOVIL","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KIA","2019","AUTOMOVIL","7","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2010","AUTOMOVIL","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KIA","2016","AUTOMOVIL","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2014","CAMIONETA","12","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KIA","2016","AUTOMOVIL","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KIA","2014","AUTOMOVIL","12","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2011","AUTOMOVIL","15","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUNWIN","2020","BUS","6","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUNWIN","2020","BUS","6","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2000","AUTOMOVIL","25","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KIA","2011","AUTOMOVIL","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"CHEVROLET","2014","BUS","12","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHEVROLET","2012","CAMIONETA","14","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHEVROLET","1997","CAMION","29","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"NISSAN","2015","CAMIONETA","11","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"SCANIA","2020","BUS","6","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHEVROLET","2017","CAMIONETA","9","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"MAZDA","1994","AUTOMOVIL","32","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHERY","2013","CAMIONETA","13","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHEVROLET","2010","AUTOMOVIL","16","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"NISSAN","2022","CAMIONETA","5","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"MAZDA","2008","AUTOMOVIL","18","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"MERCEDES BENZ","2010","BUS","16","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"SCANIA","2021","BUS","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"HYUNDAI","2012","AUTOMOVIL","15","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"VICTORY","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2007","AUTOMOVIL","20","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"KIA","2014","AUTOMOVIL","12","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"RENAULT","2020","AUTOMOVIL","6","12/2023","CON HERIDOS","VALLE DEL CAUCA","YUMBO","STRIA TTOyTTE YUMBO"
"YAMAHA","2005","MOTOCICLETA","21","12/2023","CON HERIDOS","VALLE DEL CAUCA","YUMBO","STRIA TTOyTTE YUMBO"
"AKT","2012","MOTOCICLETA","15","12/2023","CON MUERTOS","VALLE DEL CAUCA","YUMBO","STRIA TTOyTTE YUMBO"
"AKT","2021","MOTOCICLETA","5","12/2023","CON MUERTOS","VALLE DEL CAUCA","YUMBO","STRIA TTOyTTE YUMBO"
"AKT","2013","MOTOCICLETA","13","12/2023","CON MUERTOS","VALLE DEL CAUCA","YUMBO","STRIA TTOyTTE YUMBO"
"FORD","2018","CAMIONETA","8","12/2023","CON HERIDOS","TOLIMA","ESPINAL","STRIA MCPAL TTOyTTE ESPINAL"
"FOTON","2013","CAMION","14","12/2023","CON MUERTOS","TOLIMA","ESPINAL","STRIA MCPAL TTOyTTE ESPINAL"
"VICTORY","2021","MOTOCICLETA","6","12/2023","CON HERIDOS","HUILA","GARZON","STRIA MCPAL TTOyTTE GARZON"
"HYUNDAI","2007","AUTOMOVIL","19","12/2023","CON HERIDOS","SANTANDER","GIRON","STRIA MCPAL TTOyTTE GIRON"
"BMW","2022","MOTOCICLETA","3","12/2023","CON HERIDOS","TOLIMA","HONDA","STRIA MCPAL TTOyTTE HONDA"
"YAMAHA","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","CALDAS","SALAMINA","STRIA TTOyTTE SALAMINA"
"SUZUKI","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","SANTANDER","BARRANCABERMEJA","INSP TTOyTTE BARRANCABERMEJA"
"SUZUKI","2019","MOTOCICLETA","8","12/2023","CON HERIDOS","SANTANDER","BARRANCABERMEJA","INSP TTOyTTE BARRANCABERMEJA"
"SUZUKI","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","SANTANDER","BARRANCABERMEJA","INSP TTOyTTE BARRANCABERMEJA"
"TVS","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","SANTANDER","BARRANCABERMEJA","INSP TTOyTTE BARRANCABERMEJA"
"SUZUKI","1992","MOTOCICLETA","34","12/2023","CON HERIDOS","QUINDIO","CALARCA","INSP TTOyTTE CALARCA"
"KENWORTH","2013","TRACTOCAMION","13","12/2023","CON HERIDOS","CORDOBA","SAHAGUN","INSP TTOyTTE MCPAL SAHAGUN"
"SUZUKI","2019","MOTOCICLETA","7","12/2023","CON MUERTOS","BOLIVAR","CLEMENCIA","INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE CLEMENCIA BOLIVAR"
"KENWORTH","2019","TRACTOCAMION","7","12/2023","CON HERIDOS","ANTIOQUIA","SAN JERONIMO","TRÁNSITO DPTAL DE ANTIOQUIA/SAN JERONIMO"
"SUZUKI","2010","MOTOCICLETA","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","GUADALAJARA DE BUGA","INSP TTEyTTO GUADALAJARA DE BUGA"
"KYMCO","2019","MOTOCICLETA","7","12/2023","CON HERIDOS","VALLE DEL CAUCA","GUADALAJARA DE BUGA","INSP TTEyTTO GUADALAJARA DE BUGA"
"TVS","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","ANTIOQUIA","LA CEJA","INSP TTO MCPAL LA CEJA"
"JAC","2007","CAMION","19","12/2023","CON HERIDOS","ANTIOQUIA","SONSON","INSP TTOYTTE MCPAL SONSON"
"SUZUKI","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","ANTIOQUIA","SONSON","INSP TTOYTTE MCPAL SONSON"
"DAEWOO","2003","AUTOMOVIL","23","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"AKT","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"YAMAHA","2018","MOTOCICLETA","7","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"YAMAHA","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"RENAULT","2015","AUTOMOVIL","12","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"BAJAJ","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"DAEWOO","2001","AUTOMOVIL","24","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"TVS","2023","MOTOCICLETA","3","12/2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","1996","MOTOCICLETA","29","12/2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2022","MOTOCICLETA","5","12/2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2016","MOTOCICLETA","10","12/2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TVS","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","ANTIOQUIA","TURBO","INSP MCPAL TTO TURBO"
"SUZUKI","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","CALDAS","AGUADAS","INSP TTEyTTO AGUADAS"
"KIA","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2007","AUTOMOVIL","19","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SYM","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2020","AUTOMOVIL","6","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2009","AUTOMOVIL","18","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2013","AUTOMOVIL","14","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2011","AUTOMOVIL","16","12/2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","PUTUMAYO","MOCOA","STRIA TTOyTTE MOCOA"
"AKT","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","PUTUMAYO","MOCOA","STRIA TTOyTTE MOCOA"
"BAJAJ","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","PUTUMAYO","MOCOA","STRIA TTOyTTE MOCOA"
"YAMAHA","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","PUTUMAYO","MOCOA","STRIA TTOyTTE MOCOA"
"RENAULT","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"INTERNATIONAL","2022","CAMION","5","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"BAJAJ","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"INTERNATIONAL","2022","CAMION","5","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"INTERNATIONAL","2022","CAMION","5","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"YAMAHA","2012","MOTOCICLETA","14","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"TOYOTA","2024","CAMIONETA","3","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"BAJAJ","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"INTERNATIONAL","2022","CAMION","5","12/2023","CON HERIDOS","CAUCA","SANTANDER DE QUILICHAO","STRIA TTOyTTE MPAL SANTANDER QUILICHAO"
"YAMAHA","2002","MOTOCICLETA","24","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"SSANGYONG","2013","CAMIONETA","13","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"BAJAJ","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"RENAULT","2017","AUTOMOVIL","9","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"TOYOTA","2018","CAMPERO","8","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"AKT","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"BAJAJ","2016","MOTOCICLETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"AKT","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","PALMIRA","STRIA TTOyTTE PALMIRA"
"SUZUKI","2016","MOTOCICLETA","10","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2022","TRACTOCAMION","3","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2018","CAMIONETA","8","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2016","MOTOCICLETA","10","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TVS","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2008","MOTOCICLETA","18","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","1995","MOTOCICLETA","31","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2021","AUTOMOVIL","5","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FORD","2006","CAMION","20","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"FOTON","2023","TRACTOCAMION","3","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"FORD","2016","CAMIONETA","10","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2012","AUTOMOVIL","14","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"FORD","1963","VOLQUETA","42","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"FORD","2019","CAMIONETA","7","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2002","AUTOMOVIL","24","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VICTORY","2022","MOTOCICLETA","5","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HYUNDAI","2016","AUTOMOVIL","10","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VICTORY","2019","MOTOCICLETA","8","12/2023","CON MUERTOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"FOTON","2017","CAMIONETA","9","12/2023","CON HERIDOS","META","GRANADA","STRIA MCPAL TTO GRANADA"
"SUZUKI","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SIN MARCA","1987","AUTOMOVIL","38","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","1999","MOTOCICLETA","27","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2008","CAMPERO","17","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2020","CAMIONETA","6","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HERO","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2005","MOTOCICLETA","21","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2019","AUTOMOVIL","7","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TVS","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2022","AUTOMOVIL","4","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2020","CAMIONETA","6","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BYD","2013","AUTOMOVIL","13","12/2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"YAMAHA","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"BAJAJ","2008","MOTOCICLETA","18","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"BAJAJ","2023","MOTOCICLETA","4","12/2023","CON MUERTOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"VOLKSWAGEN","2005","AUTOMOVIL","21","12/2023","CON MUERTOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"TVS","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","CUNDINAMARCA","MOSQUERA","SECRETARÍA DE MOVILIDAD DEL MUNICIPIO DE MOSQUERA"
"SUZUKI","2008","MOTOCICLETA","18","12/2023","CON MUERTOS","ANTIOQUIA","CHIGORODO","SECRETARÍA DE TTOYTTE MCPAL CHIGORODO"
"RENAULT","2018","AUTOMOVIL","9","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"TOYOTA","2010","CAMPERO","16","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"AKT","2015","MOTOCICLETA","12","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"BAJAJ","2018","MOTOCICLETA","9","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"YAMAHA","2012","MOTOCICLETA","14","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"BAJAJ","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"AKT","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"DAEWOO","2002","AUTOMOVIL","24","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"YAMAHA","2002","MOTOCICLETA","24","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
